n,t_s,x,y,pixel_clk,pixel_index,line_clk,line_index,frame_clk,pixel_valid_gate
0,0.0,0.84552,1.66584,0,-1,0,-1,1,0
1,0.001,0.842112,1.66656,0,-1,0,-1,0,0
2,0.002,0.838704,1.6674,0,-1,0,-1,0,0
3,0.003,0.835296,1.66812,0,-1,0,-1,0,0
4,0.004,0.831888,1.66896,0,-1,0,-1,0,0
5,0.005,0.828468,1.66968,0,-1,0,-1,0,0
6,0.006,0.825048,1.67052,0,-1,0,-1,0,0
7,0.007,0.821616,1.67124,0,-1,0,-1,0,0
8,0.008,0.818196,1.67208,0,-1,0,-1,0,0
9,0.009,0.814764,1.6728,0,-1,0,-1,0,0
10,0.01,0.811332,1.67364,0,-1,0,-1,0,0
11,0.011,0.807888,1.67436,0,-1,0,-1,0,0
12,0.012,0.804456,1.6752,0,-1,0,-1,0,0
13,0.013,0.801012,1.67592,0,-1,0,-1,0,0
14,0.014,0.797568,1.67676,0,-1,0,-1,0,0
15,0.015,0.794112,1.67748,0,-1,0,-1,0,0
16,0.016,0.790656,1.67832,0,-1,0,-1,0,0
17,0.017,0.7872,1.67904,0,-1,0,-1,0,0
18,0.018,0.783744,1.67988,0,-1,0,-1,0,0
19,0.019,0.780288,1.6806,0,-1,0,-1,0,0
20,0.02,0.77682,1.68144,0,-1,0,-1,0,0
21,0.021,0.773352,1.68228,0,-1,0,-1,0,0
22,0.022,0.769872,1.683,0,-1,0,-1,0,0
23,0.023,0.766404,1.68384,0,-1,0,-1,0,0
24,0.024,0.762924,1.68456,0,-1,0,-1,0,0
25,0.025,0.759444,1.6854,0,-1,0,-1,0,0
26,0.026,0.755952,1.68624,0,-1,0,-1,0,0
27,0.027,0.75246,1.68696,0,-1,0,-1,0,0
28,0.028,0.74898,1.6878,0,-1,0,-1,0,0
29,0.029,0.745476,1.68852,0,-1,0,-1,0,0
30,0.03,0.741984,1.68936,0,-1,0,-1,0,0
31,0.031,0.73848,1.6902,0,-1,0,-1,0,0
32,0.032,0.734976,1.69092,0,-1,0,-1,0,0
33,0.033,0.73146,1.69176,0,-1,0,-1,0,0
34,0.034,0.727956,1.6926,0,-1,0,-1,0,0
35,0.035,0.72444,1.69332,0,-1,0,-1,0,0
36,0.036,0.720924,1.69416,0,-1,0,-1,0,0
37,0.037,0.717396,1.695,0,-1,0,-1,0,0
38,0.038,0.713868,1.69572,0,-1,0,-1,0,0
39,0.039,0.71034,1.69656,0,-1,0,-1,0,0
40,0.04,0.706812,1.6974,0,-1,0,-1,0,0
41,0.041,0.703284,1.69812,0,-1,0,-1,0,0
42,0.042,0.699744,1.69896,0,-1,0,-1,0,0
43,0.043,0.696192,1.6998,0,-1,0,-1,0,0
44,0.044,0.692652,1.70064,0,-1,0,-1,0,0
45,0.045,0.6891,1.70136,0,-1,0,-1,0,0
46,0.046,0.685548,1.7022,0,-1,0,-1,0,0
47,0.047,0.681996,1.70304,0,-1,0,-1,0,0
48,0.048,0.678444,1.70376,0,-1,0,-1,0,0
49,0.049,0.67488,1.7046,0,-1,0,-1,0,0
50,0.05,0.671316,1.70544,0,-1,0,-1,0,0
51,0.051,0.66774,1.70628,0,-1,0,-1,0,0
52,0.052,0.664176,1.707,0,-1,0,-1,0,0
53,0.053,0.6606,1.70784,0,-1,0,-1,0,0
54,0.054,0.657012,1.70868,0,-1,0,-1,0,0
55,0.055,0.653436,1.70952,0,-1,0,-1,0,0
56,0.056,0.649848,1.71036,0,-1,0,-1,0,0
57,0.057,0.64626,1.71108,0,-1,0,-1,0,0
58,0.058,0.64266,1.71192,0,-1,0,-1,0,0
59,0.059,0.639072,1.71276,0,-1,0,-1,0,0
60,0.06,0.635472,1.7136,0,-1,0,-1,0,0
61,0.061,0.631872,1.71444,0,-1,0,-1,0,0
62,0.062,0.62826,1.71528,0,-1,0,-1,0,0
63,0.063,0.624648,1.716,0,-1,0,-1,0,0
64,0.064,0.621036,1.71684,0,-1,0,-1,0,0
65,0.065,0.617424,1.71768,0,-1,0,-1,0,0
66,0.066,0.6138,1.71852,0,-1,0,-1,0,0
67,0.067,0.610176,1.71936,0,-1,0,-1,0,0
68,0.068,0.606552,1.7202,0,-1,0,-1,0,0
69,0.069,0.602916,1.72104,0,-1,0,-1,0,0
70,0.07,0.59928,1.72176,0,-1,0,-1,0,0
71,0.071,0.595644,1.7226,0,-1,0,-1,0,0
72,0.072,0.592008,1.72344,0,-1,0,-1,0,0
73,0.073,0.58836,1.72428,0,-1,0,-1,0,0
74,0.074,0.584712,1.72512,0,-1,0,-1,0,0
75,0.075,0.581064,1.72596,0,-1,0,-1,0,0
76,0.076,0.577404,1.7268,0,-1,0,-1,0,0
77,0.077,0.573744,1.72764,0,-1,0,-1,0,0
78,0.078,0.570084,1.72848,0,-1,0,-1,0,0
79,0.079,0.566424,1.72932,0,-1,0,-1,0,0
80,0.08,0.562752,1.73016,0,-1,0,-1,0,0
81,0.081,0.55908,1.731,0,-1,0,-1,0,0
82,0.082,0.555396,1.73184,0,-1,0,-1,0,0
83,0.083,0.551724,1.73268,0,-1,0,-1,0,0
84,0.084,0.54804,1.73352,0,-1,0,-1,0,0
85,0.085,0.544356,1.73436,0,-1,0,-1,0,0
86,0.086,0.54066,1.7352,0,-1,0,-1,0,0
87,0.087,0.536964,1.73604,0,-1,0,-1,0,0
88,0.088,0.533268,1.73688,0,-1,0,-1,0,0
89,0.089,0.529572,1.73772,0,-1,0,-1,0,0
90,0.09,0.525864,1.73856,0,-1,0,-1,0,0
91,0.091,0.522156,1.7394,0,-1,0,-1,0,0
92,0.092,0.518436,1.74024,0,-1,0,-1,0,0
93,0.093,0.514728,1.74108,0,-1,0,-1,0,0
94,0.094,0.511008,1.74192,0,-1,0,-1,0,0
95,0.095,0.507288,1.74276,0,-1,0,-1,0,0
96,0.096,0.503556,1.7436,0,-1,0,-1,0,0
97,0.097,0.499824,1.74444,0,-1,0,-1,0,0
98,0.098,0.496092,1.74528,0,-1,0,-1,0,0
99,0.099,0.49236,1.74612,0,-1,0,-1,0,0
100,0.1,0.488616,1.74696,0,-1,0,-1,0,0
101,0.101,0.484872,1.7478,0,-1,0,-1,0,0
102,0.102,0.481116,1.74864,0,-1,0,-1,0,0
103,0.103,0.477372,1.74948,0,-1,0,-1,0,0
104,0.104,0.473616,1.75044,0,-1,0,-1,0,0
105,0.105,0.469848,1.75128,0,-1,0,-1,0,0
106,0.106,0.466092,1.75212,0,-1,0,-1,0,0
107,0.107,0.462324,1.75296,0,-1,0,-1,0,0
108,0.108,0.458556,1.7538,0,-1,0,-1,0,0
109,0.109,0.454776,1.75464,0,-1,0,-1,0,0
110,0.11,0.450996,1.75548,0,-1,0,-1,0,0
111,0.111,0.447216,1.75644,0,-1,0,-1,0,0
112,0.112,0.443436,1.75728,0,-1,0,-1,0,0
113,0.113,0.439644,1.75812,0,-1,0,-1,0,0
114,0.114,0.435852,1.75896,0,-1,0,-1,0,0
115,0.115,0.43206,1.7598,0,-1,0,-1,0,0
116,0.116,0.428256,1.76076,0,-1,0,-1,0,0
117,0.117,0.424452,1.7616,0,-1,0,-1,0,0
118,0.118,0.420648,1.76244,0,-1,0,-1,0,0
119,0.119,0.416832,1.76328,0,-1,0,-1,0,0
120,0.12,0.413016,1.76412,0,-1,0,-1,0,0
121,0.121,0.4092,1.76508,0,-1,0,-1,0,0
122,0.122,0.405372,1.76592,0,-1,0,-1,0,0
123,0.123,0.401556,1.76676,0,-1,0,-1,0,0
124,0.124,0.397716,1.7676,0,-1,0,-1,0,0
125,0.125,0.393888,1.76856,0,-1,0,-1,0,0
126,0.126,0.390048,1.7694,0,-1,0,-1,0,0
127,0.127,0.386208,1.77024,0,-1,0,-1,0,0
128,0.128,0.382368,1.77108,0,-1,0,-1,0,0
129,0.129,0.378516,1.77204,0,-1,0,-1,0,0
130,0.13,0.374664,1.77288,0,-1,0,-1,0,0
131,0.131,0.3708,1.77372,0,-1,0,-1,0,0
132,0.132,0.366948,1.77468,0,-1,0,-1,0,0
133,0.133,0.363084,1.77552,0,-1,0,-1,0,0
134,0.134,0.359208,1.77636,0,-1,0,-1,0,0
135,0.135,0.355344,1.77732,0,-1,0,-1,0,0
136,0.136,0.351468,1.77816,0,-1,0,-1,0,0
137,0.137,0.34758,1.779,0,-1,0,-1,0,0
138,0.138,0.343704,1.77996,0,-1,0,-1,0,0
139,0.139,0.339816,1.7808,0,-1,0,-1,0,0
140,0.14,0.335916,1.78164,0,-1,0,-1,0,0
141,0.141,0.332028,1.7826,0,-1,0,-1,0,0
142,0.142,0.328128,1.78344,0,-1,0,-1,0,0
143,0.143,0.324228,1.7844,0,-1,0,-1,0,0
144,0.144,0.320316,1.78524,0,-1,0,-1,0,0
145,0.145,0.316404,1.78608,0,-1,0,-1,0,0
146,0.146,0.312492,1.78704,0,-1,0,-1,0,0
147,0.147,0.308568,1.78788,0,-1,0,-1,0,0
148,0.148,0.304656,1.78884,0,-1,0,-1,0,0
149,0.149,0.30072,1.78968,0,-1,0,-1,0,0
150,0.15,0.296796,1.79064,0,-1,0,-1,0,0
151,0.151,0.29286,1.79148,0,-1,0,-1,0,0
152,0.152,0.288924,1.79244,0,-1,0,-1,0,0
153,0.153,0.284976,1.79328,0,-1,0,-1,0,0
154,0.154,0.281028,1.79412,0,-1,0,-1,0,0
155,0.155,0.27708,1.79508,0,-1,0,-1,0,0
156,0.156,0.273132,1.79592,0,-1,0,-1,0,0
157,0.157,0.269172,1.79688,0,-1,0,-1,0,0
158,0.158,0.265212,1.79772,0,-1,0,-1,0,0
159,0.159,0.26124,1.79868,0,-1,0,-1,0,0
160,0.16,0.25728,1.79952,0,-1,0,-1,0,0
161,0.161,0.253296,1.80048,0,-1,0,-1,0,0
162,0.162,0.249324,1.80144,0,-1,0,-1,0,0
163,0.163,0.24534,1.80228,0,-1,0,-1,0,0
164,0.164,0.241356,1.80324,0,-1,0,-1,0,0
165,0.165,0.237372,1.80408,0,-1,0,-1,0,0
166,0.166,0.233376,1.80504,0,-1,0,-1,0,0
167,0.167,0.22938,1.80588,0,-1,0,-1,0,0
168,0.168,0.225372,1.80684,0,-1,0,-1,0,0
169,0.169,0.221364,1.8078,0,-1,0,-1,0,0
170,0.17,0.217356,1.80864,0,-1,0,-1,0,0
171,0.171,0.213348,1.8096,0,-1,0,-1,0,0
172,0.172,0.209328,1.81044,0,-1,0,-1,0,0
173,0.173,0.205308,1.8114,0,-1,0,-1,0,0
174,0.174,0.201276,1.81236,0,-1,0,-1,0,0
175,0.175,0.197244,1.8132,0,-1,0,-1,0,0
176,0.176,0.193212,1.81416,0,-1,0,-1,0,0
177,0.177,0.18918,1.81512,0,-1,0,-1,0,0
178,0.178,0.185136,1.81596,0,-1,0,-1,0,0
179,0.179,0.18108,1.81692,0,-1,0,-1,0,0
180,0.18,0.177036,1.81788,0,-1,0,-1,0,0
181,0.181,0.17298,1.81872,0,-1,0,-1,0,0
182,0.182,0.168924,1.81968,0,-1,0,-1,0,0
183,0.183,0.164856,1.82064,0,-1,0,-1,0,0
184,0.184,0.160788,1.82148,0,-1,0,-1,0,0
185,0.185,0.15672,1.82244,0,-1,0,-1,0,0
186,0.186,0.15264,1.8234,0,-1,0,-1,0,0
187,0.187,0.14856,1.82424,0,-1,0,-1,0,0
188,0.188,0.14448,1.8252,0,-1,0,-1,0,0
189,0.189,0.140388,1.82616,0,-1,0,-1,0,0
190,0.19,0.136296,1.82712,0,-1,0,-1,0,0
191,0.191,0.132204,1.82796,0,-1,0,-1,0,0
192,0.192,0.1281,1.82892,0,-1,0,-1,0,0
193,0.193,0.123996,1.82988,0,-1,0,-1,0,0
194,0.194,0.1198908,1.83084,0,-1,0,-1,0,0
195,0.195,0.1157784,1.8318,0,-1,0,-1,0,0
196,0.196,0.1116612,1.83264,0,-1,0,-1,0,0
197,0.197,0.1075404,1.8336,0,-1,0,-1,0,0
198,0.198,0.1034148,1.83456,0,-1,0,-1,0,0
199,0.199,0.0992844,1.83552,0,-1,0,-1,0,0
200,0.2,0.0951504,1.83648,0,-1,0,-1,0,0
201,0.201,0.0910116,1.83744,0,-1,0,-1,0,0
202,0.202,0.0868692,1.83828,0,-1,0,-1,0,0
203,0.203,0.0827232,1.83924,0,-1,0,-1,0,0
204,0.204,0.0785724,1.8402,0,-1,0,-1,0,0
205,0.205,0.0744168,1.84116,0,-1,0,-1,0,0
206,0.206,0.0702576,1.84212,0,-1,0,-1,0,0
207,0.207,0.0660936,1.84308,0,-1,0,-1,0,0
208,0.208,0.0619248,1.84404,0,-1,0,-1,0,0
209,0.209,0.0577524,1.845,0,-1,0,-1,0,0
210,0.21,0.0535764,1.84584,0,-1,0,-1,0,0
211,0.211,0.0493956,1.8468,0,-1,0,-1,0,0
212,0.212,0.04521,1.84776,0,-1,0,-1,0,0
213,0.213,0.0410208,1.84872,0,-1,0,-1,0,0
214,0.214,0.0368268,1.84968,0,-1,0,-1,0,0
215,0.215,0.032628,1.85064,0,-1,0,-1,0,0
216,0.216,0.0284256,1.8516,0,-1,0,-1,0,0
217,0.217,0.0242184,1.85256,0,-1,0,-1,0,0
218,0.218,0.0200076,1.85352,0,-1,0,-1,0,0
219,0.219,0.015792,1.85448,0,-1,0,-1,0,0
220,0.22,0.0115716,1.85544,0,-1,0,-1,0,0
221,0.221,0.00734724,1.8564,0,-1,0,-1,0,0
222,0.222,0.00311856,1.85736,0,-1,0,-1,0,0
223,0.223,-0.001114608,1.85832,0,-1,0,-1,0,0
224,0.224,-0.00535212,1.85928,0,-1,0,-1,0,0
225,0.225,-0.009594,1.86024,0,-1,0,-1,0,0
226,0.226,-0.0138408,1.8612,0,-1,0,-1,0,0
227,0.227,-0.0180912,1.86216,0,-1,0,-1,0,0
228,0.228,-0.0223464,1.86312,0,-1,0,-1,0,0
229,0.229,-0.0266064,1.86408,0,-1,0,-1,0,0
230,0.23,-0.03087,1.86504,0,-1,0,-1,0,0
231,0.231,-0.0351384,1.86612,0,-1,0,-1,0,0
232,0.232,-0.0394116,1.86708,0,-1,0,-1,0,0
233,0.233,-0.0436884,1.86804,0,-1,0,-1,0,0
234,0.234,-0.04797,1.869,0,-1,0,-1,0,0
235,0.235,-0.0522564,1.86996,0,-1,0,-1,0,0
236,0.236,-0.0565476,1.87092,0,-1,0,-1,0,0
237,0.237,-0.0608424,1.87188,0,-1,0,-1,0,0
238,0.238,-0.065142,1.87284,0,-1,0,-1,0,0
239,0.239,-0.0694464,1.87392,0,-1,0,-1,0,0
240,0.24,-0.0737556,1.87488,0,-1,0,-1,0,0
241,0.241,-0.0780684,1.87584,0,-1,0,-1,0,0
242,0.242,-0.082386,1.8768,0,-1,0,-1,0,0
243,0.243,-0.0867084,1.87776,0,-1,0,-1,0,0
244,0.244,-0.0910344,1.87872,0,-1,0,-1,0,0
245,0.245,-0.0953664,1.8798,0,-1,0,-1,0,0
246,0.246,-0.099702,1.88076,0,-1,0,-1,0,0
247,0.247,-0.1040424,1.88172,0,-1,0,-1,0,0
248,0.248,-0.1083876,1.88268,0,-1,0,-1,0,0
249,0.249,-0.1127376,1.88376,0,-1,0,-1,0,0
250,0.25,-0.1170912,1.88472,0,-1,0,-1,0,0
251,0.251,-0.121452,1.88568,0,-1,0,-1,0,0
252,0.252,-0.125808,1.88664,0,-1,0,-1,0,0
253,0.253,-0.130176,1.88772,0,-1,0,-1,0,0
254,0.254,-0.134556,1.88868,0,-1,0,-1,0,0
255,0.255,-0.138936,1.88964,0,-1,0,-1,0,0
256,0.256,-0.143316,1.89072,0,-1,0,-1,0,0
257,0.257,-0.147696,1.89168,0,-1,0,-1,0,0
258,0.258,-0.152088,1.89264,0,-1,0,-1,0,0
259,0.259,-0.15648,1.8936,0,-1,0,-1,0,0
260,0.26,-0.160884,1.89468,0,-1,0,-1,0,0
261,0.261,-0.165288,1.89564,0,-1,0,-1,0,0
262,0.262,-0.169704,1.89672,0,-1,0,-1,0,0
263,0.263,-0.174108,1.89768,0,-1,0,-1,0,0
264,0.264,-0.178536,1.89864,0,-1,0,-1,0,0
265,0.265,-0.182952,1.89972,0,-1,0,-1,0,0
266,0.266,-0.18738,1.90068,0,-1,0,-1,0,0
267,0.267,-0.19182,1.90164,0,-1,0,-1,0,0
268,0.268,-0.19626,1.90272,0,-1,0,-1,0,0
269,0.269,-0.2007,1.90368,0,-1,0,-1,0,0
270,0.27,-0.20514,1.90476,0,-1,0,-1,0,0
271,0.271,-0.209592,1.90572,0,-1,0,-1,0,0
272,0.272,-0.214056,1.9068,0,-1,0,-1,0,0
273,0.273,-0.218508,1.90776,0,-1,0,-1,0,0
274,0.274,-0.222984,1.90872,0,-1,0,-1,0,0
275,0.275,-0.227448,1.9098,0,-1,0,-1,0,0
276,0.276,-0.231924,1.91076,0,-1,0,-1,0,0
277,0.277,-0.236412,1.91184,0,-1,0,-1,0,0
278,0.278,-0.240888,1.9128,0,-1,0,-1,0,0
279,0.279,-0.245376,1.91388,0,-1,0,-1,0,0
280,0.28,-0.249876,1.91484,0,-1,0,-1,0,0
281,0.281,-0.254376,1.91592,0,-1,0,-1,0,0
282,0.282,-0.258876,1.917,0,-1,0,-1,0,0
283,0.283,-0.263388,1.91796,0,-1,0,-1,0,0
284,0.284,-0.2679,1.91904,0,-1,0,-1,0,0
285,0.285,-0.272424,1.92,0,-1,0,-1,0,0
286,0.286,-0.276948,1.92108,0,-1,0,-1,0,0
287,0.287,-0.281472,1.92204,0,-1,0,-1,0,0
288,0.288,-0.286008,1.92312,0,-1,0,-1,0,0
289,0.289,-0.290544,1.9242,0,-1,0,-1,0,0
290,0.29,-0.295092,1.92516,0,-1,0,-1,0,0
291,0.291,-0.29964,1.92624,0,-1,0,-1,0,0
292,0.292,-0.304188,1.9272,0,-1,0,-1,0,0
293,0.293,-0.308748,1.92828,0,-1,0,-1,0,0
294,0.294,-0.313308,1.92936,0,-1,0,-1,0,0
295,0.295,-0.31788,1.93032,0,-1,0,-1,0,0
296,0.296,-0.322452,1.9314,0,-1,0,-1,0,0
297,0.297,-0.327024,1.93248,0,-1,0,-1,0,0
298,0.298,-0.331608,1.93344,0,-1,0,-1,0,0
299,0.299,-0.336192,1.93452,0,-1,0,-1,0,0
300,0.3,-0.340788,1.9356,0,-1,0,-1,0,0
301,0.301,-0.345384,1.93656,0,-1,0,-1,0,0
302,0.302,-0.349992,1.93764,0,-1,0,-1,0,0
303,0.303,-0.3546,1.93872,0,-1,0,-1,0,0
304,0.304,-0.359208,1.9398,0,-1,0,-1,0,0
305,0.305,-0.363828,1.94076,0,-1,0,-1,0,0
306,0.306,-0.368448,1.94184,0,-1,0,-1,0,0
307,0.307,-0.373068,1.94292,0,-1,0,-1,0,0
308,0.308,-0.3777,1.944,0,-1,0,-1,0,0
309,0.309,-0.382344,1.94496,0,-1,0,-1,0,0
310,0.31,-0.386988,1.94604,0,-1,0,-1,0,0
311,0.311,-0.391632,1.94712,0,-1,0,-1,0,0
312,0.312,-0.396288,1.9482,0,-1,0,-1,0,0
313,0.313,-0.400944,1.94928,0,-1,0,-1,0,0
314,0.314,-0.4056,1.95036,0,-1,0,-1,0,0
315,0.315,-0.410268,1.95132,0,-1,0,-1,0,0
316,0.316,-0.414948,1.9524,0,-1,0,-1,0,0
317,0.317,-0.419616,1.95348,0,-1,0,-1,0,0
318,0.318,-0.424308,1.95456,0,-1,0,-1,0,0
319,0.319,-0.428988,1.95564,0,-1,0,-1,0,0
320,0.32,-0.43368,1.95672,0,-1,0,-1,0,0
321,0.321,-0.438384,1.9578,0,-1,0,-1,0,0
322,0.322,-0.443088,1.95888,0,-1,0,-1,0,0
323,0.323,-0.447792,1.95984,0,-1,0,-1,0,0
324,0.324,-0.452508,1.96092,0,-1,0,-1,0,0
325,0.325,-0.457224,1.962,0,-1,0,-1,0,0
326,0.326,-0.461952,1.96308,0,-1,0,-1,0,0
327,0.327,-0.46668,1.96416,0,-1,0,-1,0,0
328,0.328,-0.47142,1.96524,0,-1,0,-1,0,0
329,0.329,-0.476148,1.96632,0,-1,0,-1,0,0
330,0.33,-0.4809,1.9674,0,-1,0,-1,0,0
331,0.331,-0.485652,1.96848,0,-1,0,-1,0,0
332,0.332,-0.490404,1.96956,0,-1,0,-1,0,0
333,0.333,-0.495168,1.97064,0,-1,0,-1,0,0
334,0.334,-0.499932,1.97172,0,-1,0,-1,0,0
335,0.335,-0.504696,1.9728,0,-1,0,-1,0,0
336,0.336,-0.509472,1.97388,0,-1,0,-1,0,0
337,0.337,-0.51426,1.97496,0,-1,0,-1,0,0
338,0.338,-0.519048,1.97604,0,-1,0,-1,0,0
339,0.339,-0.523836,1.97724,0,-1,0,-1,0,0
340,0.34,-0.528636,1.97832,0,-1,0,-1,0,0
341,0.341,-0.533436,1.9794,0,-1,0,-1,0,0
342,0.342,-0.538248,1.98048,0,-1,0,-1,0,0
343,0.343,-0.54306,1.98156,0,-1,0,-1,0,0
344,0.344,-0.547872,1.98264,0,-1,0,-1,0,0
345,0.345,-0.552696,1.98372,0,-1,0,-1,0,0
346,0.346,-0.557532,1.9848,0,-1,0,-1,0,0
347,0.347,-0.562356,1.986,0,-1,0,-1,0,0
348,0.348,-0.567204,1.98708,0,-1,0,-1,0,0
349,0.349,-0.57204,1.98816,0,-1,0,-1,0,0
350,0.35,-0.5769,1.98924,0,-1,0,-1,0,0
351,0.351,-0.581748,1.99032,0,-1,0,-1,0,0
352,0.352,-0.586608,1.99152,0,-1,0,-1,0,0
353,0.353,-0.59148,1.9926,0,-1,0,-1,0,0
354,0.354,-0.596352,1.99368,0,-1,0,-1,0,0
355,0.355,-0.601224,1.99476,0,-1,0,-1,0,0
356,0.356,-0.606108,1.99584,0,-1,0,-1,0,0
357,0.357,-0.611004,1.99704,0,-1,0,-1,0,0
358,0.358,-0.615888,1.99812,0,-1,0,-1,0,0
359,0.359,-0.620796,1.9992,0,-1,0,-1,0,0
360,0.36,-0.625692,2.0004,0,-1,0,-1,0,0
361,0.361,-0.630612,2.00148,0,-1,0,-1,0,0
362,0.362,-0.63552,2.00256,0,-1,0,-1,0,0
363,0.363,-0.64044,2.00376,0,-1,0,-1,0,0
364,0.364,-0.645372,2.00484,0,-1,0,-1,0,0
365,0.365,-0.650304,2.00592,0,-1,0,-1,0,0
366,0.366,-0.655236,2.00712,0,-1,0,-1,0,0
367,0.367,-0.66018,2.0082,0,-1,0,-1,0,0
368,0.368,-0.665136,2.00928,0,-1,0,-1,0,0
369,0.369,-0.670092,2.01048,0,-1,0,-1,0,0
370,0.37,-0.675048,2.01156,0,-1,0,-1,0,0
371,0.371,-0.680016,2.01276,0,-1,0,-1,0,0
372,0.372,-0.684984,2.01384,0,-1,0,-1,0,0
373,0.373,-0.689964,2.01492,0,-1,0,-1,0,0
374,0.374,-0.694944,2.01612,0,-1,0,-1,0,0
375,0.375,-0.699924,2.0172,0,-1,0,-1,0,0
376,0.376,-0.704928,2.0184,0,-1,0,-1,0,0
377,0.377,-0.70992,2.01948,0,-1,0,-1,0,0
378,0.378,-0.714924,2.02068,0,-1,0,-1,0,0
379,0.379,-0.71994,2.02176,0,-1,0,-1,0,0
380,0.38,-0.724956,2.02296,0,-1,0,-1,0,0
381,0.381,-0.729972,2.02404,0,-1,0,-1,0,0
382,0.382,-0.735,2.02524,0,-1,0,-1,0,0
383,0.383,-0.74004,2.02632,0,-1,0,-1,0,0
384,0.384,-0.745068,2.02752,0,-1,0,-1,0,0
385,0.385,-0.75012,2.0286,0,-1,0,-1,0,0
386,0.386,-0.755172,2.0298,0,-1,0,-1,0,0
387,0.387,-0.760224,2.03088,0,-1,0,-1,0,0
388,0.388,-0.765288,2.03208,0,-1,0,-1,0,0
389,0.389,-0.770352,2.03328,0,-1,0,-1,0,0
390,0.39,-0.775428,2.03436,0,-1,0,-1,0,0
391,0.391,-0.780504,2.03556,0,-1,0,-1,0,0
392,0.392,-0.785592,2.03676,0,-1,0,-1,0,0
393,0.393,-0.79068,2.03784,0,-1,0,-1,0,0
394,0.394,-0.79578,2.03904,0,-1,0,-1,0,0
395,0.395,-0.80088,2.04024,0,-1,0,-1,0,0
396,0.396,-0.80598,2.04132,0,-1,0,-1,0,0
397,0.397,-0.811104,2.04252,0,-1,0,-1,0,0
398,0.398,-0.816216,2.04372,0,-1,0,-1,0,0
399,0.399,-0.82134,2.0448,0,-1,0,-1,0,0
400,0.4,-0.826476,2.046,0,-1,0,-1,0,0
401,0.401,-0.831612,2.0472,0,-1,0,-1,0,0
402,0.402,-0.836748,2.0484,0,-1,0,-1,0,0
403,0.403,-0.841896,2.04948,0,-1,0,-1,0,0
404,0.404,-0.847056,2.05068,0,-1,0,-1,0,0
405,0.405,-0.852216,2.05188,0,-1,0,-1,0,0
406,0.406,-0.857388,2.05308,0,-1,0,-1,0,0
407,0.407,-0.86256,2.05416,0,-1,0,-1,0,0
408,0.408,-0.867732,2.05536,0,-1,0,-1,0,0
409,0.409,-0.872916,2.05656,0,-1,0,-1,0,0
410,0.41,-0.878112,2.05776,0,-1,0,-1,0,0
411,0.411,-0.883308,2.05896,0,-1,0,-1,0,0
412,0.412,-0.888504,2.06016,0,-1,0,-1,0,0
413,0.413,-0.893712,2.06124,0,-1,0,-1,0,0
414,0.414,-0.898932,2.06244,0,-1,0,-1,0,0
415,0.415,-0.904152,2.06364,0,-1,0,-1,0,0
416,0.416,-0.909372,2.06484,0,-1,0,-1,0,0
417,0.417,-0.914604,2.06604,0,-1,0,-1,0,0
418,0.418,-0.919848,2.06724,0,-1,0,-1,0,0
419,0.419,-0.925092,2.06844,0,-1,0,-1,0,0
420,0.42,-0.930336,2.06964,0,-1,0,-1,0,0
421,0.421,-0.935592,2.07084,0,-1,0,-1,0,0
422,0.422,-0.94086,2.07204,0,-1,0,-1,0,0
423,0.423,-0.946128,2.07324,0,-1,0,-1,0,0
424,0.424,-0.951396,2.07444,0,-1,0,-1,0,0
425,0.425,-0.956676,2.07564,0,-1,0,-1,0,0
426,0.426,-0.961968,2.07684,0,-1,0,-1,0,0
427,0.427,-0.96726,2.07804,0,-1,0,-1,0,0
428,0.428,-0.972564,2.07924,0,-1,0,-1,0,0
429,0.429,-0.977868,2.08044,0,-1,0,-1,0,0
430,0.43,-0.983172,2.08164,0,-1,0,-1,0,0
431,0.431,-0.988488,2.08284,0,-1,0,-1,0,0
432,0.432,-0.993816,2.08404,0,-1,0,-1,0,0
433,0.433,-0.999144,2.08524,0,-1,0,-1,0,0
434,0.434,-1.004484,2.08644,0,-1,0,-1,0,0
435,0.435,-1.009824,2.08764,0,-1,0,-1,0,0
436,0.436,-1.015176,2.08896,0,-1,0,-1,0,0
437,0.437,-1.020528,2.09016,0,-1,0,-1,0,0
438,0.438,-1.025892,2.09136,0,-1,0,-1,0,0
439,0.439,-1.031256,2.09256,0,-1,0,-1,0,0
440,0.44,-1.036632,2.09376,0,-1,0,-1,0,0
441,0.441,-1.042008,2.09496,0,-1,0,-1,0,0
442,0.442,-1.047396,2.09628,0,-1,0,-1,0,0
443,0.443,-1.052784,2.09748,0,-1,0,-1,0,0
444,0.444,-1.058184,2.09868,0,-1,0,-1,0,0
445,0.445,-1.063572,2.09136,0,-1,0,-1,0,0
446,0.446,-1.06896,2.08416,0,-1,0,-1,0,0
447,0.447,-1.074372,2.08536,0,-1,0,-1,0,0
448,0.448,-1.079772,2.07804,0,-1,0,-1,0,0
449,0.449,-1.079748,2.06952,0,-1,0,-1,0,0
450,0.45,-1.08516,2.0622,0,-1,0,-1,0,0
451,0.451,-1.085136,2.05368,0,-1,0,-1,0,0
452,0.452,-1.090548,2.04636,0,-1,0,-1,0,0
453,0.453,-1.090524,2.03784,0,-1,0,-1,0,0
454,0.454,-1.0905,2.02932,0,-1,0,-1,0,0
455,0.455,-1.090476,2.0208,0,-1,0,-1,0,0
