pixel_index,sample_n,x,y,x_nearest_sample,y_nearest_sample,line_index
103,3642,0.2,-0.047034764826178896,0.2,-0.0470347648261759,6
104,3672,0.2,0.07566462167688892,0.2,0.0756646216768917,6
105,3702,0.2,0.19836400817995678,0.2,0.198364008179959,6
106,3732,0.2,0.3210633946830246,0.2,0.321063394683027,6
107,3762,0.2,0.4437627811860918,0.2,0.443762781186094,6
108,3792,0.2,0.5664621676891599,0.2,0.566462167689161,6
109,3822,0.2,0.6891615541922279,0.2,0.689161554192229,6
110,3852,0.2,0.8118609406952964,0.2,0.811860940695297,6
111,3882,0.2,0.934560327198364,0.2,0.934560327198364,6
112,3926,0.0666666666666667,0.934560327198364,0.0666666666666667,0.934560327198364,7
113,3956,0.0666666666666667,0.811860940695297,0.0666666666666667,0.811860940695297,7
114,3986,0.0666666666666667,0.68916155419223,0.0666666666666667,0.689161554192229,7
115,4016,0.0666666666666667,0.566462167689163,0.0666666666666667,0.566462167689161,7
116,4046,0.0666666666666667,0.4437627811860961,0.0666666666666667,0.443762781186094,7
117,4076,0.0666666666666667,0.3210633946830287,0.0666666666666667,0.321063394683027,7
118,4106,0.0666666666666667,0.19836400817996122,0.0666666666666667,0.198364008179959,7
119,4136,0.0666666666666667,0.0756646216768947,0.0666666666666667,0.0756646216768917,7
120,4166,0.0666666666666667,-0.04703476482617312,0.0666666666666667,-0.0470347648261759,7
121,4196,0.0666666666666667,-0.16973415132924055,0.0666666666666667,-0.169734151329243,7
122,4226,0.0666666666666667,-0.29243353783230813,0.0666666666666667,-0.292433537832311,7
123,4256,0.0666666666666667,-0.4151329243353758,0.0666666666666667,-0.415132924335378,7
124,4286,0.0666666666666667,-0.5378323108384433,0.0666666666666667,-0.537832310838446,7
125,4316,0.0666666666666667,-0.6605316973415116,0.0666666666666667,-0.660531697341513,7
126,4346,0.0666666666666667,-0.7832310838445798,0.0666666666666667,-0.783231083844581,7
127,4376,0.0666666666666667,-0.905930470347648,0.0666666666666667,-0.905930470347648,7
128,4420,-0.0666666666666667,-0.905930470347648,-0.0666666666666667,-0.905930470347648,8
129,4450,-0.0666666666666667,-0.7832310838445811,-0.0666666666666667,-0.783231083844581,8
130,4480,-0.0666666666666667,-0.6605316973415142,-0.0666666666666667,-0.660531697341513,8
131,4510,-0.0666666666666667,-0.5378323108384473,-0.0666666666666667,-0.537832310838446,8
132,4540,-0.0666666666666667,-0.41513292433538035,-0.0666666666666667,-0.415132924335378,8
133,4570,-0.0666666666666667,-0.2924335378323128,-0.0666666666666667,-0.292433537832311,8
134,4600,-0.0666666666666667,-0.16973415132924577,-0.0666666666666667,-0.169734151329243,8
135,4630,-0.0666666666666667,-0.047034764826178896,-0.0666666666666667,-0.0470347648261759,8
136,4660,-0.0666666666666667,0.07566462167688892,-0.0666666666666667,0.0756646216768917,8
137,4690,-0.0666666666666667,0.19836400817995678,-0.0666666666666667,0.198364008179959,8
138,4720,-0.0666666666666667,0.3210633946830246,-0.0666666666666667,0.321063394683027,8
139,4750,-0.0666666666666667,0.4437627811860918,-0.0666666666666667,0.443762781186094,8
140,4780,-0.0666666666666667,0.5664621676891599,-0.0666666666666667,0.566462167689161,8
141,4810,-0.0666666666666667,0.6891615541922279,-0.0666666666666667,0.689161554192229,8
142,4840,-0.0666666666666667,0.8118609406952964,-0.0666666666666667,0.811860940695297,8
143,4870,-0.0666666666666667,0.934560327198364,-0.0666666666666667,0.934560327198364,8
144,4914,-0.2,0.934560327198364,-0.2,0.934560327198364,9
145,4944,-0.2,0.8121336059986372,-0.2,0.811860940695297,9
146,4974,-0.2,0.6897068847989103,-0.2,0.689161554192229,9
147,5004,-0.2,0.5672801635991835,-0.2,0.566462167689161,9
148,5034,-0.2,0.4448534423994566,-0.2,0.443762781186094,9
149,5064,-0.2,0.32242672119972937,-0.2,0.321063394683027,9
150,5094,-0.2,0.20000000000000204,-0.2,0.198364008179959,9
151,5124,-0.2,0.07757327880027562,-0.2,0.0756646216768917,9
152,5153,-0.2,-0.04485344239945201,-0.2,-0.0429447852760736,9
153,5183,-0.2,-0.1672801635991794,-0.2,-0.165644171779141,9
154,5213,-0.2,-0.2897068847989068,-0.2,-0.288343558282209,9
155,5243,-0.2,-0.41213360599863447,-0.2,-0.411042944785276,9
156,5273,-0.2,-0.5345603271983617,-0.2,-0.533742331288344,9
157,5303,-0.2,-0.65698704839809,-0.2,-0.656441717791411,9
158,5333,-0.2,-0.7794137695978178,-0.2,-0.779141104294478,9
159,5363,-0.2,-0.901840490797546,-0.2,-0.901840490797546,9
160,5407,-0.333333333333333,-0.901840490797546,-0.333333333333333,-0.901840490797546,10
161,5437,-0.333333333333333,-0.7794137695978193,-0.333333333333333,-0.779141104294478,10
162,5467,-0.333333333333333,-0.6569870483980925,-0.333333333333333,-0.656441717791411,10
163,5497,-0.333333333333333,-0.5345603271983659,-0.333333333333333,-0.533742331288344,10
164,5527,-0.333333333333333,-0.4121336059986391,-0.333333333333333,-0.411042944785276,10
165,5557,-0.333333333333333,-0.28970688479891155,-0.333333333333333,-0.288343558282209,10
166,5587,-0.333333333333333,-0.16728016359918463,-0.333333333333333,-0.165644171779141,10
